ID,Sku,unit,kod_odrzavanja,skupljanje,oeko_badge,"Regular Price","Parent Product ID"
18343,"14350 - UNI BEIGE",,,,,16.20,9640
18468,"14456 - 21",,,,,3.50,6278
18503,"13004 - 4574",,,,,3.9,923
18504,"13004 - 4341",,,,,3.9,923
18505,"13004 - 3368",,,,,3.9,923
18510,"14453 - 203",,,,,5.3,14016
18511,"14453 - 21",,,,,5.3,14016
18614,15095,met,,,,,0
18729,15093,met,,,,,0
18730,"KOSA TRAKA SHINY 20 MM 15093 - GOLD",,,,,1.20,18729
18731,"KOSA TRAKA SHINY 20 MM 15093 - SILVER",,,,,1.20,18729
18742,16292,met,gyA&#039;!,"po dužini do 3% po širini do 2,5%",yes,,0
18743,"16292 - 178",,,,,10.80,18742
18744,"16292 - 536",,,,,10.80,18742
19625,12245,kom,,,,7.90,0
19627,12253,kom,,,,15.50,0
19629,12246,kom,,,,22.90,0
19632,12247,kom,,,,38.90,0
19634,12248,kom,,,,77.90,0
20329,"PAMUČNI POPELIN EXTRA Q 15379",met,axA&#039;&quot;,"po dužini do 2,7% po širini do 2,2%",,,0
20330,"PAMUČNI POPELIN EXTRA Q 15379 - BLACK",,,,,8.63,20329
20335,"POPELIN OXFORD 14567",met,axA&#039;!,"po dužini do 2,7% po širini do 2,5%",,,0
20336,"POPELIN OXFORD 14567 - 619",,,,,7.3,20335
20337,"POPELIN OXFORD 14567 - 616",,,,,7.3,20335
20341,"POPELIN SAMBRE 14568",met,axA&#039;&quot;,"po dužini do 2,7% po širini do 2,5%",,,0
20439,"ZATVARAČ 40 CM 09272",kom,,,,,0
20493,"ZATVARAČ 50 CM 09662",kom,,,,,0
20494,"ZATVARAČ 50 CM 09662 - 613",,,,,0.90,20493
20495,"ZATVARAČ 50 CM 09662 - 583",,,,,0.90,20493
20497,"ZATVARAČ 50 CM 09662 - 563",,,,,0.90,20493
20498,"ZATVARAČ 50 CM 09662 - 550",,,,,0.90,20493
20499,"ZATVARAČ 50 CM 09662 - 534",,,,,0.90,20493
20500,"ZATVARAČ 50 CM 09662 - 523",,,,,0.90,20493
20501,"ZATVARAČ 50 CM 09662 - 503",,,,,0.90,20493
20502,"ZATVARAČ 50 CM 09662 - 319",,,,,0.90,20493
20503,"ZATVARAČ 50 CM 09662 - 302",,,,,0.90,20493
20504,"ZATVARAČ 50 CM 09662 - 156",,,,,0.90,20493
20505,"ZATVARAČ 50 CM 09662 - 148",,,,,0.90,20493
20506,"ZATVARAČ 50 CM 09662 - GREY",,,,,0.90,20493
20507,"ZATVARAČ 50 CM 09662 - DARK MINT",,,,,0.90,20493
20508,"ZATVARAČ 50 CM 09662 - BLACK",,,,,0.90,20493
20509,"ZATVARAČ 50 CM 09662 - WHITE",,,,,0.90,20493
20510,"ZATVARAČ 50 CM 09662 - YELLOW",,,,,0.90,20493
20511,"ZATVARAČ 50 CM 09662 - OLIVE GREEN",,,,,0.90,20493
20512,"ZATVARAČ 50 CM 09662 - LAVANDA",,,,,0.90,20493
20583,"ZATVARAČ 60 CM 01422",pc,,,,,0
20584,"ZATVARAČ 60 CM 01422 - 729",pc,,,,0.73,20583
20585,"ZATVARAČ 60 CM 01422 - 613",pc,,,,0.73,20583
20586,"ZATVARAČ 60 CM 01422 - 581",pc,,,,0.73,20583
20587,"ZATVARAČ 60 CM 01422 - 563",pc,,,,0.73,20583
20588,"ZATVARAČ 60 CM 01422 - 550",pc,,,,0.73,20583
20589,"ZATVARAČ 60 CM 01422 - 534",pc,,,,0.73,20583
20590,"ZATVARAČ 60 CM 01422 - 523",pc,,,,0.73,20583
20591,"ZATVARAČ 60 CM 01422 - 503",pc,,,,0.73,20583
20592,"ZATVARAČ 60 CM 01422 - 319",pc,,,,0.73,20583
20593,"ZATVARAČ 60 CM 01422 - 302",pc,,,,0.73,20583
20594,"ZATVARAČ 60 CM 01422 - 156",pc,,,,0.73,20583
20595,"ZATVARAČ 60 CM 01422 - 148",pc,,,,0.73,20583
20596,"ZATVARAČ 60 CM 01422 - WHITE",pc,,,,0.73,20583
20597,"ZATVARAČ 60 CM 01422 - OLIVE GREEN",pc,,,,0.73,20583
20598,"ZATVARAČ 60 CM 01422 - GREEN",pc,,,,0.73,20583
20599,"ZATVARAČ 60 CM 01422 - LAVANDA",pc,,,,0.73,20583
20600,"ZATVARAČ 60 CM 01422 - LIGHT GREY",pc,,,,0.73,20583
20601,"ZATVARAČ 60 CM 01422 - ECRY",pc,,,,0.73,20583
20602,"ZATVARAČ 60 CM 01422 - DARK FUXIA",pc,,,,0.73,20583
20603,"ZATVARAČ 60 CM 01422 - YELLOW",pc,,,,0.73,20583
20604,"ZATVARAČ 60 CM 01422 - BLACK",pc,,,,0.73,20583
20605,"ZATVARAČ 60 CM 01422 - DARK BLUE",pc,,,,0.73,20583
20606,"ZATVARAČ 60 CM 01422",kom,,,,,0
20607,"ZATVARAČ 60 CM 01422 - 729",kom,,,,0.73,20606
20608,"ZATVARAČ 60 CM 01422 - 613",kom,,,,0.73,20606
20609,"ZATVARAČ 60 CM 01422 - 581",kom,,,,0.73,20606
20610,"ZATVARAČ 60 CM 01422 - 563",kom,,,,0.73,20606
20611,"ZATVARAČ 60 CM 01422 - 550",kom,,,,0.73,20606
20612,"ZATVARAČ 60 CM 01422 - 534",kom,,,,0.73,20606
20613,"ZATVARAČ 60 CM 01422 - 523",kom,,,,0.73,20606
20614,"ZATVARAČ 60 CM 01422 - 503",kom,,,,0.73,20606
20615,"ZATVARAČ 60 CM 01422 - 319",kom,,,,0.73,20606
20616,"ZATVARAČ 60 CM 01422 - 302",kom,,,,0.73,20606
20617,"ZATVARAČ 60 CM 01422 - 156",kom,,,,0.73,20606
20618,"ZATVARAČ 60 CM 01422 - 148",kom,,,,0.73,20606
20619,"ZATVARAČ 60 CM 01422 - WHITE",kom,,,,0.73,20606
20620,"ZATVARAČ 60 CM 01422 - OLIVE GREEN",kom,,,,0.73,20606
20621,"ZATVARAČ 60 CM 01422 - GREEN",kom,,,,0.73,20606
20622,"ZATVARAČ 60 CM 01422 - LAVANDA",kom,,,,0.73,20606
20623,"ZATVARAČ 60 CM 01422 - LIGHT GREY",kom,,,,0.73,20606
20624,"ZATVARAČ 60 CM 01422 - ECRY",kom,,,,0.73,20606
20625,"ZATVARAČ 60 CM 01422 - DARK FUXIA",kom,,,,0.73,20606
20626,"ZATVARAČ 60 CM 01422 - YELLOW",kom,,,,0.73,20606
20627,"ZATVARAČ 60 CM 01422 - BLACK",kom,,,,0.73,20606
20628,"ZATVARAČ 60 CM 01422 - DARK BLUE",kom,,,,0.73,20606
20631,"ZATVARAČ 60CM 01422",kom,,,,,0
20654,12245,pc,,,,7.90,0
20655,12245,kom,,,,7.90,0
20664,00068,kom,,,,,0
20705,"09222 - 71",,,,,7.80,3485
20706,"09222 - 68",,,,,7.80,3485
20720,"09222 - 47",,,,,7.80,3485
20729,"09222 - 35",,,,,7.80,3485
20732,"09222 - 32",,,,,7.80,3485
20736,"09222 - 28",,,,,7.80,3485
20760,"09222 - 1",,,,,7.80,3485
20909,601988,met,,,,21.77,0
20922,632210,met,,,,21.77,0
20952,"KARO FLANEL SOFTY VARIANO 16326",met,gyA+!,"po dužini do 3% po širini do 2,5%",,,0
20953,"FLANEL SOFTY VARIANO 16326 - 10647-1",,,,,9.95,20952
20990,"POMPON TRAKA CCA 5 MM 16297",met,,,,,0
21171,15300,met,axA+&quot;,"po dužini do 3% po širini do 3%",,7.50,0
21173,01424,met,axA+&quot;,"po dužini do 3% po širini do 3%",yes,9.90,0
21175,"12250 - 2020 GRIGIO",,,,,13.90,7571
21176,"12250 - 1657 NERO",,,,,13.90,7571
21177,"12250 - 1580 BLU",,,,,13.90,7571
21178,"12250 - 1565 VERDE",,,,,13.90,7571
21179,"12250 - 1564 VERDE ACIDO",,,,,13.90,7571
21180,"12250 - 1552 PERLA",,,,,13.90,7571
21181,"12250 - 1549 BLUETTE",,,,,13.90,7571
21182,"12250 - 1546 CERISTE",,,,,13.90,7571
21183,"12250 - 1541 GIALLO FLUO",,,,,13.90,7571
21185,"12250 - 1538 MARRONE",,,,,13.90,7571
21186,"12250 - 1528 BEIGE",,,,,13.90,7571
21187,"12250 - 1519 ROSSO",,,,,13.90,7571
21188,"12250 - 1458 PANNA",,,,,13.90,7571
21189,"12250 - 1456 BIANCO",,,,,13.90,7571
21190,"12250 - 1447 TURCHESE",,,,,13.90,7571
21191,"12250 - 1446 CELESTE",,,,,13.90,7571
21192,"12250 - 1437 VERDE SCURO",,,,,13.90,7571
21193,"12250 - 1429 ROSA",,,,,13.90,7571
21194,"12250 - 1425 VIOLA",,,,,13.90,7571
21195,"12250 - 1420 LILLA",,,,,13.90,7571
21196,"12250 - 1416 ARANCIO",,,,,13.90,7571
21197,"12250 - 1413 GIALLO",,,,,13.90,7571
21198,"12250 - 1010 INDIA",,,,,13.90,7571
21224,16210,met,axA+!,"po dužini do 1,5% po širini do 1,8%",,,0
21272,"15108 - FUCSIA",,,,,23.00,14304
21324,01110,met,,,,,0
21325,"01110 - GREY",,,,,2.90,21324
21326,"01110 - WHITE",,,,,2.90,21324
21331,01111,met,,,,,0
21332,09526,met,,,,,0
21333,"01111 - GREY",,,,,3.50,21331
21334,"01111 - WHITE",,,,,3.50,21331
21339,09527,met,,,,,0
21341,"09527 - BLACK",,,,,4.40,21339
21342,"09527 - WHITE",,,,,4.40,21339
21407,"15100 - BLACK",,,,,8.50,6657
21408,"15100 - WHITE",,,,,8.50,6657
21653,"SATEN KEOPE 15319 - 846 ROSA",,,,,5.90,17218
21654,"SATEN KEOPE 15319 - 535 PERLA",,,,,5.90,17218
21655,"SATEN KEOPE 15319 - 116 RUBINO",,,,,5.90,17218
21656,"SATEN KEOPE 15319 - 107 BLU",,,,,5.90,17218
21657,"SATEN KEOPE 15319 - 22 BLUETTE",,,,,5.90,17218
21681,"ELASTIČNA ČIPKA GEMINI 16336",met,axA8!,"po dužini do 2% po širini do 1,8%",,,0
21684,"ELASTIČNA ČIPKA GEMINI 16336 - FUXIA",,,,,13.14,21681
21686,"ELASTIČNA ČIPKA GEMINI 16336 - ROSSO",,,,,13.14,21681
21722,16333,met,axA8!,"po dužini do 2,2% po širini do 1,8%",,,0
21723,"16333 - ARGENTO",,,,,9.40,21722
21724,"16333 - ORO",,,,,9.40,21722
21728,16335,met,txA8!,"po dužini do 2,2% po širini do 1,8%",,,0
21739,15321,met,,,,6.90,0
21855,"10003 - 110 BEIGE",,,,,9.90,7619
21856,"10003 - 632 CAMMELLO",,,,,9.90,7619
21857,"10003 - 458 PANNA",,,,,9.90,7619
21926,"SKRIVENI ZATVARAČ 22 CM 00069",kom,,,,,0
22023,"PLIŠ DIGITAL PRINT 16346",met,axA8!,"po dužini do 1% po širini do 1%",,,0
22028,"PLIŠ DIGITAL PRINT 16346 - VINTAGE FLAGS",,,,,15.93,22023
22050,"13003 - 57",,,,,3.50,966
22054,"13004 - 4741",,,,,3.9,923
22055,"13004 - 2970",,,,,3.9,923
22063,"13007 - 257",,,,,3.50,5530
22064,"13007 - 214",,,,,3.50,5530
22066,"13007 - 87",,,,,3.50,5530
22097,"13403 - 310",,,,,1.90,273
22098,"13403 - 340",,,,,1.90,273
22194,00548,met,,,,0.41,0
22200,00423,met,,,,0.52,0
22201,00424,met,,,,0.64,0
22202,00549,met,,,,0.75,0
22203,00425,met,,,,1.04,0
22224,"VELUR, ČOJA FIRENZA 12230",met,sxA8!,"po dužini do 2% po širini do 1,8%",,,0
22227,"12230 - DARK OLIVE",,,,,15.93,22224
22240,00415,kom,,,,,0
22267,"00415 - 3342",,,,,1.33,22240
22390,09369,kom,,,,,0
22587,"MAKRAME ČIPKA 7422 16355",met,syE+!,"po dužini do 2% po širini do 1,8%",,53.09,0
22602,14580,set,,,,3.50,0
22688,00562,met,"fxA,#","po dužini do 3% po širini do 2%",,22.50,0
22755,09014,kom,,,,,0
22778,"UKRASNO PERJE MARABOU 941 09013",met,,,,,0
22779,"UKRASNO PERJE MARABOU 09013 - BLU",,,,,4.80,22778
22780,"UKRASNO PERJE MARABOU 09013 - GIALLO",,,,,4.80,22778
22782,"UKRASNO PERJE MARABOU 09013 - BORDEAUX",,,,,4.80,22778
22783,"UKRASNO PERJE MARABOU 09013 - BLUETTE",,,,,4.80,22778
22784,"UKRASNO PERJE MARABOU 09013 - BLUETTE AL CAMP",,,,,4.80,22778
22785,"UKRASNO PERJE MARABOU 09013 - NERO",,,,,4.80,22778
22786,"UKRASNO PERJE MARABOU 09013 - PRUGNA",,,,,4.80,22778
22788,"UKRASNO PERJE MARABOU 09013 - VERDE",,,,,4.80,22778
22791,"UKRASNO PERJE MARABOU 09013 - ROSSO",,,,,4.80,22778
22872,"13007 - 601",,,,,3.50,5530
22873,"13007 - 600",,,,,3.50,5530
22972,16394,kom,,,,3.30,0
22984,16368,par,,,,21.00,0
22986,16431,set,,,,8.50,0
22988,16432,set,,,,6.50,0
22992,16390,kom,,,,4.50,0
22994,16392,kom,,,,5.50,0
22996,16393,kom,,,,5.90,0
22998,16366,par,,,,15.00,0
23001,16367,par,,,,18.00,0
23003,16363,kom,,,,14.00,0
23006,16364,kom,,,,18.00,0
23008,16056,par,,,,2.00,0
23010,16405,kom,,,,3.70,0
23016,16402,kom,,,,6.00,0
23018,16386,kom,,,,3.80,0
23023,16388,kom,,,,4.10,0
23025,16365,kom,,,,22.00,0
23048,16057,par,,,,2.30,0
23050,16420,kom,,,,4.10,0
23052,16418,kom,,,,4.10,0
23054,16417,kom,,,,3.80,0
23056,16421,kom,,,,4.10,0
23058,16419,kom,,,,4.10,0
23060,16415,kom,,,,3.80,0
23062,16416,kom,,,,4.10,0
23064,16381,kom,,,,3.30,0
23066,16382,kom,,,,3.40,0
23068,16383,kom,,,,3.50,0
23070,16384,kom,,,,3.60,0
23072,16385,kom,,,,3.70,0
23076,16427,kom,,,,5.60,0
23078,16426,kom,,,,5.20,0
23080,16425,kom,,,,4.90,0
23082,16424,kom,,,,4.90,0
23084,16423,kom,,,,4.90,0
23086,16422,kom,,,,4.10,0
23088,16428,kom,,,,5.60,0
23092,14263,set,,,,3.60,0
23106,"ČIPKA 00044",,,,,,0
23107,"ČIPKA 00044 - 01",,,,,33.18,23106
23115,16428,kom,,,,5.60,0
23123,14264,set,,,,3.60,0
23125,14265,set,,,,3.05,0
23127,16069,kom,,,,2.79,0
23129,16410,kom,,,,3.80,0
23131,16411,kom,,,,3.80,0
23133,16412,kom,,,,3.80,0
23135,16413,kom,,,,3.80,0
23137,16414,kom,,,,4.10,0
23177,"UKRASNI GUMB VELIKI 15171 - 3",,,,,0.60,2694
23179,"UKRASNI GUMB VELIKI 15171 - 1",,,,,0.60,2694
23197,"UKRASNI GUMB MALI 15172 - 14",,,,,0.40,2704
23198,"UKRASNI GUMB MALI 15172 - 13",,,,,0.40,2704
23199,"UKRASNI GUMB MALI 15172 - 12",,,,,0.40,2704
23201,"UKRASNI GUMB MALI 15172 - 10",,,,,0.40,2704
23202,"UKRASNI GUMB MALI 15172 - 9",,,,,0.40,2704
23204,"UKRASNI GUMB MALI 15172 - 7",,,,,0.40,2704
23205,"UKRASNI GUMB MALI 15172 - 6",,,,,0.40,2704
23206,"UKRASNI GUMB MALI 15172 - 5",,,,,0.40,2704
23207,"UKRASNI GUMB MALI 15172 - 4",,,,,0.40,2704
23208,"UKRASNI GUMB MALI 15172 - 3",,,,,0.40,2704
23209,"UKRASNI GUMB MALI 15172 - 2",,,,,0.40,2704
23210,"UKRASNI GUMB MALI 15172 - 1",,,,,0.40,2704
23394,14308,met,,,,,0
23397,14309,kom,,,,,0
23584,15368,met,dx&quot;A+,"po dužini do 3,5% po širini do 3,5%",yes,7.90,0
23602,"ELASTIČNI TIL SA TOČKICAMA MABEL 17001",met,axA8&quot;,"po dužini do 3% po širini do 3%",,9.29,0
23738,"09014 - BIANCO",,,,,13.50,22755
23753,17004,met,hxA3!,"po dužini do 2,7% po širini do 2%",yes,,0
23798,17005,met,sxA+$,"po dužini do 2,7% po širini do 2%",,,0
23799,"17005 - WHITE",,,,,3.20,23798
23800,"17005 - BLACK",,,,,3.20,23798
23814,09279,met,,,,0.35,0
23816,00426,met,,,,0.41,0
23818,00339,met,,,,0.46,0
23820,00340,met,,,,0.46,0
23824,00344,met,,,,0.58,0
23826,00345,met,,,,0.81,0
23828,00441,met,,,,0.92,0
23831,00346,met,,,,1.04,0
23833,00347,met,,,,1.27,0
23835,00348,met,,,,1.38,0
23837,00382,met,,,,1.73,0
23839,00383,met,,,,1.73,0
23841,09278,met,,,,0.35,0
23843,00526,met,,,,0.41,0
23845,00342,met,,,,0.46,0
23849,00343,met,,,,0.46,0
23851,00349,met,,,,0.69,0
23853,00350,met,,,,0.92,0
23855,00351,met,,,,1.04,0
23857,00352,met,,,,1.15,0
23859,00527,met,,,,1.38,0
23861,00354,met,,,,1.50,0
23863,00690,met,,,,1.84,0
23865,01138,met,,,,1.96,0
23868,10144,met,,,,7.48,0
23875,"FLANEL SOFTY VARIANO 16326 - 10575-2",,,,,9.95,20952
23889,16181,met,bxA(!,"po dužini do 2% po širini do 1,8%",yes,,0
23971,"14453 - 356",,,,,5.3,14016
24112,"ELASTIČNA ČIPKA 17010",met,axA8!,"po dužini do 3,2% po širini do 3,2%",,,0
24114,"ELASTIČNA ČIPKA KOREA 17010 - 6",,,,,19.91,24112
24117,"ELASTIČNA ČIPKA KOREA 17010 - 3",,,,,19.91,24112
24118,"ELASTIČNA ČIPKA KOREA 17010 - 2",,,,,19.91,24112
24119,"ELASTIČNA ČIPKA KOREA 17010 - 1",,,,,19.91,24112
24216,"ŠTOF ZA ODIJELA 17015",met,axA8!,"po dužini do 2,5% po širini do 2,5%",,,0
24221,"MERINO SUPER S TKANINA (ŠTOF) 17015 - 16660",,,,,37.16,24216
24222,"MERINO SUPER S TKANINA (ŠTOF) 17015 - 16603",,,,,37.16,24216
24223,"MERINO SUPER S TKANINA (ŠTOF) 17015 - 16572",,,,,37.16,24216
24224,"MERINO SUPER S TKANINA (ŠTOF) 17015 - 16501",,,,,37.16,24216
24243,"DEKORATIVNA MREŽA MANA 17012",met,sxA+$,"po dužini do 0% po širini do 0%",,,0
24248,"DEKORATIVNA MREŽA MANA 17012 - 25",,,,,3.72,24243
24249,"DEKORATIVNA MREŽA MANA 17012 - 22",,,,,3.72,24243
24272,17016,met,byA+!,"po dužini do 3,5% po širini do 3%",,,0
24274,"MILITARY (MASKIRNA) FELPINA 17016 - GREEN",,,,,14.6,24272
24275,"MILITARY (MASKIRNA) FELPINA 17016 - BROWN",,,,,14.6,24272
24484,13043,met,sxA9$,"po dužini do 1% po širini do 1%",,,0
24526,"15385 - 17 BLANCO",,,,,13.50,7545
24528,"15385 - CULLA",,,,,13.50,7545
24547,"DEKOR STARS 15384 - GRIS",,,,,21.9,7096
24556,"GUMBI ZA KAPUTE 09572",kom,,,,,0
24557,"GUMB ZA KAPUTE 09572 - 2 NAVY",,,,,1.70,24556
24558,"GUMB ZA KAPUTE 09572 - 2 CREME",,,,,1.70,24556
24559,"GUMB ZA KAPUTE 09572 - 2 BROWN",,,,,1.70,24556
24560,"GUMB ZA KAPUTE 09572 - 2 AUBERGINE",,,,,1.70,24556
24561,"GUMB ZA KAPUTE 09572 - 1 WHITE",,,,,1.70,24556
24562,"GUMB ZA KAPUTE 09572 - 1 CREME",,,,,1.70,24556
24563,"GUMB ZA KAPUTE 09572 - 1 BLACK",,,,,1.70,24556
24580,"UKRASNI GUMB 15 MM 09571",kom,,,,0.27,0
24814,"POMPON TRAKA 9453506 15 MM 17048",met,,,,,0
24822,"POMPON TRAKA 9453506 15 MM 17048 - 470 VIOLET",,,,,1.06,24814
24823,"POMPON TRAKA 9453506 15 MM 17048 - 380 ORANGE",,,,,1.06,24814
24838,"15316 - 9818-621",,,,,14.60,12182
24839,"PAMUČNI MAKO S ELASTINOM 150 CM 15316 - 9818-601",,,,,14.60,12182
24859,17025,kom,,,,89.00,0
25008,"15252 - FRAPPE",,,,,19.24,12428
25009,"15252 - BLACK",,,,,19.24,12428
25044,17050,met,axA8!,"po dužini do 2,2% po širini do 2%",,,0
25074,"13402 - 4574",,,,,3.50,5936
25089,"14081 - 6519",,,,,5.10,2131
25091,"14081 - 6521",,,,,5.10,2131
25155,"LASTIK ORGANDI TRAKA 20 MM 12082",met,,,,,0
25159,"PLISIRANA ELASTIČNA TRAKA 20 MM 12082 - BLACK-SILVER 1",,,,,0.8,25155
25247,17053,met,"sx\+$","po dužini do 0% po širini do 0%",,,0
25248,"17053 - 999",,,,,14.50,25247
25249,"17053 - 980",,,,,14.50,25247
25250,"17053 - 950",,,,,14.50,25247
25251,"17053 - 910",,,,,14.50,25247
25252,"17053 - 877",,,,,14.50,25247
25254,"17053 - 670",,,,,14.50,25247
25270,17057,met,"bx\+!","po dužini do 3% po širini do 2,5%",yes,,0
25272,"17057 - 970",,,,,10.50,25270
25297,"SCUBA CREPE 640 17059",met,axA+!,"po dužini do 1% po širini do 1%",,,0
25299,"SCUBA CREPE 640 17059 - 980",,,,,11.68,25297
25300,"SCUBA CREPE 640 17059 - 600",,,,,11.68,25297
25319,17054,met,axA+!,"po dužini do 3% po širini do 2,5%",yes,,0
25322,"17054 - 657",,,,,13.00,25319
25323,"17054 - 534",,,,,13.00,25319
25340,17055,met,axA+$,"po dužini do 1% po širini do 1%",,,0
25341,"17055 - 910",,,,,16.90,25340
25342,"17055 - 540",,,,,16.90,25340
25347,17066,met,gxA&quot;+,"po dužini do 3% po širini do 3%",yes,,0
25421,17062,met,bxA+&quot;,"po dužini do 3% po širini do 2,5%",yes,,0
25430,16213,kom,,,,,0
25431,"KONAC 16213 - 888",,,,,0.66,25430
25432,"KONAC 16213 - 886",,,,,0.66,25430
25433,"KONAC 16213 - 838",,,,,0.66,25430
25439,"KONAC 16213 - 579",,,,,0.66,25430
25440,"KONAC 16213 - 470",,,,,0.66,25430
25441,"KONAC 16213 - 449",,,,,0.66,25430
25442,"KONAC 16213 - 442",,,,,0.66,25430
25443,"KONAC 16213 - 434",,,,,0.66,25430
25445,"KONAC 16213 - 349",,,,,0.66,25430
25446,"KONAC 16213 - 326",,,,,0.66,25430
25447,"KONAC 16213 - 323",,,,,0.66,25430
25448,"KONAC 16213 - 318",,,,,0.66,25430
25450,"KONAC 16213 - 291",,,,,0.66,25430
25451,"KONAC 16213 - 271",,,,,0.66,25430
25455,"KONAC 16213 - 159",,,,,0.66,25430
25456,"KONAC 16213 - 157",,,,,0.66,25430
25457,"KONAC 16213 - 156",,,,,0.66,25430
25458,"KONAC 16213 - 142",,,,,0.66,25430
25460,"KONAC 16213 - 136",,,,,0.66,25430
25461,"KONAC 16213 - 130",,,,,0.66,25430
25462,"KONAC 16213 - 119",,,,,0.66,25430
25463,"KONAC 16213 - 117",,,,,0.66,25430
25464,"KONAC 16213 - 105",,,,,0.66,25430
25465,"KONAC 16213 - 80",,,,,0.66,25430
25467,"KONAC 16213 - 15",,,,,0.66,25430
25469,"KONAC 16213 - BLACK",,,,,0.66,25430
25515,16131-O,set,,,,2.50,0
25519,15258,set,,,,1.60,0
25521,16142,set,,,,3.10,0
25526,09271,kom,,,,,0
25528,14348,set,,,,1.73,0
25530,14576,set,,,,2.80,0
25532,14282,set,,,,3.40,0
25534,15121,set,,,,17.50,0
25536,16132,set,,,,3.00,0
25542,09264,set,,,,,0
25547,09265,set,,,,,0
25548,15306,set,,,,,0
25654,"DEKORATIVNA TKANINA MARINERY 01567 - 8021",,,,,23.23,12096
25667,"TKANINA MARA 16108 - AQUA",,,,,12.61,12555
25710,"NET JERSEY 17070",met,bxA+!,"po dužini do 3% po širini do 2,5%",,,0
25711,"17070 - NAVY-WHITE",,,,,13.27,25710
25712,"17070 - NAVY-BEIGE",,,,,13.27,25710
25713,"17070 - BEIGE-WHITE",,,,,13.27,25710
25725,15107,met,axA8&quot;,"po dužini do 0% po širini do 0%",,,0
25739,17072,met,axA+!,"po dužini do 3% po širini do 2%",,,0
25740,"17072 - VISON",,,,,22.56,25739
25741,"17072 - AZUL",,,,,22.56,25739
25752,17074,met,axA+!,"po dužini do 3% po širini do 2%",,,0
25753,"17074 - VISON",,,,,22.56,25752
25754,"17074 - NEGRO",,,,,22.56,25752
25759,"DEKOR FAUBEL 17075",met,axA+!,"po dužini do 3% po širini do 2%",,,0
25836,"MUSLIN PRINT 16095 - 3093/1",met,,,,11.95,10244
25837,"MUSLIN PRINT 16095 - 1442/5",met,,,,11.95,10244
25838,"MUSLIN PRINT 16095 - 1442/1",met,,,,11.95,10244
25842,"MUSLIN PRINT 16095 - 3093/1",met,,,,11.95,10236
25843,"MUSLIN PRINT 16095 - 1442/5",met,,,,11.95,10236
25844,"MUSLIN PRINT 16095 - 1442/1",met,,,,11.95,10236
25848,"MUSLIN PRINT 16095 - 3093/1",met,,,,11.95,10260
25849,"MUSLIN PRINT 16095 - 1442/5",met,,,,11.95,10260
25850,"MUSLIN PRINT 16095 - 1442/1",met,,,,11.95,10260
25854,"MUSLIN PRINT 16095 - 3093/1",met,,,,11.95,10252
25855,"MUSLIN PRINT 16095 - 1442/5",met,,,,11.95,10252
25856,"MUSLIN PRINT 16095 - 1442/1",met,,,,11.95,10252
25976,00496,met,,,,,0
25979,"00496 - 709",,,,,1.50,25976
25983,"00496 - 511",,,,,1.50,25976
25988,"00496 - BLACK",,,,,1.50,25976
25989,"00496 - WHITE",,,,,1.50,25976
26550,"09222 - 21",,,,,7.80,3485
26610,056696,met,,,,10.88,0
26817,"MAKRAME ČIPKA FLORES 17115",met,sxA+!,"po dužini do 0% po širini do 0%",,,0
26838,"NEOPREN ČIPKA 51014 17094",met,sxA+!,"po dužini do 2% po širini do 1,8%",,31.85,0
26865,"NET SKIN 33008 17112",met,sxA+!,"po dužini do 0% po širini do 0%",,,0
26866,"NET SKIN ČIPKA 33008 145 CM 17112 - 003",,,,,51.76,26865
26901,"ČIPKA FANTASIA 33002 17103",met,sxA+!,"po dužini do 0% po širini do 0%",,,0
26903,"ČIPKA FANTASIA 33002 115 CM 17103 - 001",,,,,59.73,26901
26913,"MAKRAME ČIPKA 44017 17110",met,sxA+!,"po dužini do 5% po širini do 4,5%",,47.78,0
26946,"PAILLETTES MULTICOLOR 17116",met,sxA+!,"po dužini do 1% po širini do 1%",,63.71,0
26956,"NET PAILLETTES FLOR 17119",met,sxA+!,"po dužini do 1% po širini do 1%",,46.45,0
26973,"ČIPKA CHANTILLI 87007 17126",met,sxA+!,"po dužini do 0% po širini do 0%",,59.73,0
26983,"TIL ČIPKA PLATA 75029 17102",met,sxA+!,"po dužini do 0% po širini do 0%",,,0
26984,"TIL ČIPKA PLATA 75029 130 CM 17102 - 003",,,,,70.34,26983
26985,"TIL ČIPKA PLATA 75029 130 CM 17102 - 001",,,,,70.34,26983
27033,17100,met,"tx+$\","po dužini do 1% po širini do 1%",,,0
27047,"KOŽNE RESE 17092",met,sxA+!,"po dužini do 1% po širini do 1%",,,0
27048,"KOŽNE RESE 51225 140 CM 17092 - 003",,,,,37.16,27047
27049,"KOŽNE RESE 51225 140 CM 17092 - 001",,,,,37.16,27047
27059,"GEORGETTE MILANO 17111",met,sxA+!,"po dužini do 1% po širini do 1%",,,0
27061,"GEORGETTE MILANO 264 145 CM 17111 - 020",,,,,23.89,27059
27066,"GEORGETTE MILANO 264 145 CM 17111 - 013",,,,,23.89,27059
27070,"GEORGETTE MILANO 264 145 CM 17111 - 001",,,,,23.89,27059
27133,"TAFT 44454 17123",kom,sxA+&quot;,"po dužini do 1% po širini do 1%",,55.74,0
27140,"ČIPKA FANTASIA 17098",met,sxA+!,"po dužini do 0% po širini do 0%",,46.45,0
