ID,Sku,unit,kod_odrzavanja,skupljanje,oeko_badge,"Regular Price","Parent Product ID"
273,13403,kom,txA+9!,,yes,,0
303,"ČIPKA 13256",met,sxA+!,"po dužini do 2,2% po širini do 1,8%",,,0
319,"ČIPKA 13256 - 01",,,,,31.85,303
322,"ČIPKA 13256 - 04",,,,,31.85,303
323,"ČIPKA 13256 - 05",,,,,31.85,303
324,"ČIPKA 13256 - 06",,,,,31.85,303
325,"ČIPKA 13256 - 07",,,,,31.85,303
327,"ČIPKA 13256 - 09",,,,,31.85,303
328,"ČIPKA 13256 - 10",,,,,31.85,303
329,"ČIPKA 13256 - 11",,,,,31.85,303
330,"ČIPKA 13256 - 12",,,,,31.85,303
332,"ČIPKA 13256 - 14",,,,,31.85,303
394,13478,kom,txA+9!,,yes,,0
407,"13478 - 182",,,,,3.50,394
409,"13478 - 553",,,,,3.50,394
411,"13478 - 92",,,,,3.50,394
412,"13478 - 60",,,,,3.50,394
413,"13478 - 56",,,,,3.50,394
414,"13478 - 57",,,,,3.50,394
415,"13478 - 55",,,,,3.50,394
416,"13478 - 58",,,,,3.50,394
417,"13478 - 1",,,,,3.50,394
533,13479,kom,txA+9!,,yes,,0
546,"13479 - 4003",,,,,4.11,533
550,"13479 - 3949",,,,,4.11,533
552,"13479 - 2626",,,,,4.11,533
555,"13479 - 3380",,,,,4.11,533
556,"13479 - 1895",,,,,4.11,533
745,01191,kom,,,,1.30,0
747,01292,kom,,,,3.00,0
750,01174,set,,,,3.00,0
756,09270,kom,,,,2.90,0
759,13285,kom,,,,2.65,0
923,13004,kom,txA+9!,,yes,,0
946,"13004 - 3366",,,,,3.9,923
952,"13004 - 4343",,,,,3.9,923
953,"13004 - 4342",,,,,3.9,923
955,"13004 - 3015",,,,,3.9,923
957,"13004 - 1893",,,,,3.9,923
958,"13004 - 1892",,,,,3.9,923
959,"13004 - 1602",,,,,3.9,923
960,"13004 - 1895",,,,,3.9,923
961,"13004 - 1899",,,,,3.9,923
962,"13004 - 2630",,,,,3.9,923
963,"13004 - 2527",,,,,3.9,923
964,"13004 - 1900",,,,,3.9,923
966,13003,kom,txA+9!,,yes,,0
999,"13003 - 339",,,,,3.50,966
1000,"13003 - 161",,,,,3.50,966
1001,"13003 - 144",,,,,3.50,966
1003,"13003 - 543",,,,,3.50,966
1006,"13003 - 58",,,,,3.50,966
1010,"13003 - 114",,,,,3.50,966
1011,"13003 - 40",,,,,3.50,966
1013,"13003 - 28",,,,,3.50,966
1014,"13003 - 21",,,,,3.50,966
1015,"13003 - 55",,,,,3.50,966
1016,"13003 - 60",,,,,3.50,966
1017,"13003 - 111",,,,,3.50,966
1018,"13003 - 106",,,,,3.50,966
1020,"13003 - 87",,,,,3.50,966
1021,"13003 - 1",,,,,3.50,966
1260,13071,kom,txA+9!,,yes,,0
1538,"TIL ČIPKA RUČNO VEZENA 13271",met,sxA+!,"po dužini do 2,2% po širini do 1,8%",,225.63,0
1540,"TIL ČIPKA RUČNO VEZENA 13271 - 01",,,,,225.63,1538
1541,13268,,"sx\+$","po dužini do 2% po širini do 1,8%",,,0
1546,"13268 - BLACK",,,,,50.44,1541
1625,"SVILENA TKANINA 09100",,sxA+!,"po dužini do 2,5% po širini do 2%",,99.54,0
1629,"SVILENA TKANINA 09100 - 01",,,,,99.54,1625
1630,"SVILENA TKANINA 09100 - 02",,,,,99.54,1625
2094,14080,kom,txA+9!,,yes,,0
2131,14081,kom,txA+9!,,yes,,0
2155,14082,kom,txA+9!,,yes,,0
2168,"14082 - 3681",,,,,3.90,2155
2170,"14082 - 4537",,,,,3.90,2155
2171,"14082 - 3282",,,,,3.90,2155
2172,"14082 - 3245",,,,,3.90,2155
2173,"14082 - 1900",,,,,3.90,2155
2175,"14082 - 3240",,,,,3.90,2155
2176,"14082 - 1767",,,,,3.90,2155
2177,14111,met,bxA&#039;&quot;,"po dužini do 3,5% po širini do 3%",yes,,0
2694,"GUMB MORNARSKI 20 MM 15171",kom,,,,,0
2704,"GUMB MORNARSKI 15 MM 15172",kom,,,,,0
2824,18040,kom,,,,1.40,0
2842,09230,kom,,,,20.90,0
2845,01177,kom,,,,1.59,0
2853,09266,kom,,,,,0
2866,01172,set,,,,1.40,0
2885,09392,set,,,,2.10,0
2888,09391,set,,,,0.50,0
2894,09489,set,,,,0.70,0
2901,09493,kom,,,,0.70,0
2973,"IGLE ZA VUNU 2 MM 13306",par,,,,1.59,0
3023,13261,met,sxA+!,"po dužini do 2,2% po širini do 1,8%",,59.73,0
3033,14178,par,,,,7.00,0
3035,14179,par,,,,7.00,0
3037,14180,par,,,,7.00,0
3039,14181,par,,,,7.00,0
3041,14182,par,,,,7.50,0
3043,14183,par,,,,7.50,0
3045,14184,par,,,,7.50,0
3047,14185,par,,,,7.50,0
3049,14186,par,,,,8.50,0
3051,14187,par,,,,8.50,0
3053,14188,par,,,,9.50,0
3055,14189,par,,,,10.30,0
3057,14190,par,,,,10.30,0
3059,14191,par,,,,12.80,0
3061,14192,par,,,,8.40,0
3063,14193,par,,,,8.40,0
3065,14194,par,,,,11.30,0
3067,14195,par,,,,11.30,0
3071,14197,par,,,,8.40,0
3073,14198,par,,,,8.40,0
3075,14199,par,,,,8.40,0
3077,14200,par,,,,9.50,0
3079,14201,par,,,,9.50,0
3081,14202,par,,,,10.50,0
3085,14235,kom,,,,3.60,0
3087,14236,kom,,,,4.10,0
3089,14237,kom,,,,4.10,0
3091,14238,kom,,,,4.10,0
3093,14239,kom,,,,4.10,0
3095,14240,kom,,,,4.10,0
3097,14241,kom,,,,4.10,0
3099,14204,par,,,,11.00,0
3101,14205,par,,,,11.00,0
3103,14206,par,,,,12,0
3105,14207,par,,,,12.00,0
3107,14208,par,,,,13.00,0
3109,14209,par,,,,13.00,0
3111,14210,par,,,,13.00,0
3113,14211,par,,,,13.00,0
3115,14212,par,,,,13.00,0
3117,"LIKRA PAILLETTES 14277",met,bxA+!,"po dužini do 3% po širini do 2,5%",,,0
3133,"LICRA PAILETES 14277 - 11",,,,,20.57,3117
3134,"LICRA PAILETES 14277 - 12",,,,,20.57,3117
3136,"LICRA PAILETES 14277 - 10",,,,,20.57,3117
3139,14218,kom,,,,10.20,0
3141,14219,kom,,,,11.20,0
3143,14220,kom,,,,12.30,0
3145,14221,kom,,,,13.70,0
3149,14223,par,,,,11.50,0
3151,14224,par,,,,10.00,0
3153,14225,par,,,,10.00,0
3155,14226,par,,,,11.50,0
3157,14227,par,,,,11.50,0
3159,14228,par,,,,11.50,0
3161,14229,par,,,,10.00,0
3163,14230,par,,,,13.00,0
3165,14231,par,,,,12.00,0
3167,14232,par,,,,12.80,0
3169,14233,par,,,,12.80,0
3171,14234,par,,,,12.80,0
3176,14243,set,,,,29.00,0
3183,14245,set,,,,35.90,0
3186,14246,set,,,,2.00,0
3202,14247,set,,,,3.20,0
3204,14262,set,,,,3.60,0
3210,14266,set,,,,3.60,0
3212,14267,set,,,,3.60,0
3485,09222,met,hxA8&quot;,"po dužini do 3,8% po širini do 3,4% ",yes,,0
3679,"APLIKACIJA ""I LOVE CATS"" 32744 14434",kom,,,,2.12,0
3682,"APLIKACIJA ""I LOVE RABBITS"" 32746 14435",kom,,,,2.12,0
3834,15004,kom,,,,6.40,0
3970,14584,kom,,,,0.95,0
3972,01192,kom,,,,2.90,0
4053,"PRIVJESAK B20891 14392",paketić,,,,0.8,0
4070,14400,kom,,,,0.6,0
4281,15326,met,axA8!,"po dužini do 2,2% po širini do 1,8%",,16.70,0
4325,"DENIM EMBROIDERY 15329",met,,,,,0
4329,"15329 - 2",,,,,86.27,4325
4330,"15329 - 1",,,,,86.27,4325
4331,15315,met,axA8!,"po dužini do 3% po širini do 2,5%",yes,,0
4385,"RED FANTASIA 98012 15155",met,sxA+!,"po dužini do 1% po širini do 1%",,51.76,0
4415,"RESE,TKANINA S RESICAMA 15158",met,sxA+!,"po dužini do 1% po širini do 1%",,39.82,0
4425,"INTERLOCK PRINT 15342",met,byA+!,"po dužini do 3,5% po širini do 3%",,,0
4650,"LASER FANTASIA MREŽA 39201 15147",met,txA+!,"po dužini do 1% po širini do 1%",,51.76,0
4656,"MAKRAME ČIPKA BORDADO 15142",met,txA+!,"po dužini do 0% po širini do 0%",,,0
4677,"DIAMANT 42022 15144",met,sxA+!,"po dužini do 1% po širini do 1%",,,0
4684,"ČIPKA DIAMANT 42022 15144 - RED",,,,,265.45,4677
4985,14474,met,"fx\+&quot;","po dužini do 1,8% po širini do 1,5%",,3.30,0
4988,"TIL ČIPKA 2627 15070",met,bxA+!,"po dužini do 3% po širini do 2,5%",,,0
5040,"TIL ČIPKA BRIDE 15071",met,axA8$,"po dužini do 3% po širini do 2,5%",,,0
5046,"TIL ČIPKA BRIDE 15071 - 4",,,,,51.76,5040
5050,"MAKRAME ČIPKA 15032",met,axA8&quot;,"po dužini do 2% po širini do 1,8%",,,0
5064,"MAKRAME ČIPKA 21099 15032 - M184",,,,,59.73,5050
5066,"MAKRAME ČIPKA 21099 15032 - N620",,,,,59.73,5050
5068,"MAKRAME ČIPKA 21099 15032 - Z001",,,,,59.73,5050
5069,"MAKRAME ČIPKA 21099 15032 - I555",,,,,59.73,5050
5076,"TIL DOTS 15030",met,txA8!,"po dužini do 2,5% po širini do 2%",,,0
5108,09010,met,axA8&quot;,"po dužini do 1,8% po širini do 1,5%",yes,,0
5121,"09010 - 8",,,,,7.3,5108
5184,"NAJLONKE TANGO 15371",kom,,,,,0
5189,"HULAHOP TANGO 15371 - 5 BLACK",,,,,1.99,5184
5191,"HULAHOP TANGO 15371 - 2/3 BLACK",,,,,1.99,5184
5286,14088,met,axA8!,"po dužini do 3% po širini do 3%",,,0
5398,13009,kom,txA+9!,,yes,,0
5473,"13009 - 541",,,,,3.50,5398
5479,"13009 - 488",,,,,3.50,5398
5482,"13009 - 800",,,,,3.50,5398
5484,"13009 - 801",,,,,3.50,5398
5486,"13009 - 805",,,,,3.50,5398
5494,"13009 - 652",,,,,3.50,5398
5497,"13009 - 241",,,,,3.50,5398
5498,"13009 - 60",,,,,3.50,5398
5499,"13009 - 58",,,,,3.50,5398
5500,"13009 - 57",,,,,3.50,5398
5501,"13009 - 62",,,,,3.50,5398
5503,"13009 - 111",,,,,3.50,5398
5506,"13009 - 55",,,,,3.50,5398
5509,"13009 - 21",,,,,3.50,5398
5510,"13009 - 26",,,,,3.50,5398
5512,"13009 - 28",,,,,3.50,5398
5514,"13009 - 141",,,,,3.50,5398
5515,"13009 - 212",,,,,3.50,5398
5516,"13009 - 207",,,,,3.50,5398
5519,"13009 - 240",,,,,3.50,5398
5521,"13009 - 204",,,,,3.50,5398
5522,"13009 - 203",,,,,3.50,5398
5526,"13009 - 161",,,,,3.50,5398
5527,"13009 - 182",,,,,3.50,5398
5529,"13009 - 1",,,,,3.50,5398
5530,13007,kom,txA+9!,,yes,,0
5588,"13007 - 240",,,,,3.50,5530
5592,"13007 - 212",,,,,3.50,5530
5595,"13007 - 164",,,,,3.50,5530
5596,"13007 - 182",,,,,3.50,5530
5598,"13007 - 203",,,,,3.50,5530
5599,"13007 - 310",,,,,3.50,5530
5604,"13007 - 652",,,,,3.50,5530
5609,"13007 - 463",,,,,3.50,5530
5610,"13007 - 541",,,,,3.50,5530
5613,"13007 - 161",,,,,3.50,5530
5615,"13007 - 55",,,,,3.50,5530
5617,"13007 - 56",,,,,3.50,5530
5618,"13007 - 57",,,,,3.50,5530
5619,"13007 - 58",,,,,3.50,5530
5621,"13007 - 28",,,,,3.50,5530
5622,"13007 - 5",,,,,3.50,5530
5623,"13007 - 2",,,,,3.50,5530
5625,"13007 - 21",,,,,3.50,5530
5626,"13007 - 26",,,,,3.50,5530
5627,"13007 - 60",,,,,3.50,5530
5628,"13007 - 62",,,,,3.50,5530
5629,"13007 - 138",,,,,3.50,5530
5631,"13007 - 141",,,,,3.50,5530
5638,"13007 - 111",,,,,3.50,5530
5641,"13007 - 1",,,,,3.50,5530
5698,13236,kom,txA+9!,,yes,,0
5741,"13236 - 368",,,,,3.40,5698
5742,"13236 - 369",,,,,3.40,5698
5744,"13236 - 382",,,,,3.40,5698
5745,"13236 - 361",,,,,3.40,5698
5746,"13236 - 355",,,,,3.40,5698
5747,"13236 - 348",,,,,3.40,5698
5748,"13236 - 350",,,,,3.40,5698
5749,"13236 - 353",,,,,3.40,5698
5752,"13236 - 622",,,,,3.40,5698
5753,"13236 - 646",,,,,3.40,5698
5754,"13236 - 661",,,,,3.40,5698
5755,"13236 - 619",,,,,3.40,5698
5756,"13236 - 612",,,,,3.40,5698
5757,"13236 - 488",,,,,3.40,5698
5759,"13236 - 610",,,,,3.40,5698
5760,"13236 - 346",,,,,3.40,5698
5761,"13236 - 297",,,,,3.40,5698
5762,"13236 - 106",,,,,3.40,5698
5763,"13236 - 110",,,,,3.40,5698
5764,"13236 - 123",,,,,3.40,5698
5766,"13236 - 60",,,,,3.40,5698
5767,"13236 - 57",,,,,3.40,5698
5768,"13236 - 26",,,,,3.40,5698
5770,"13236 - 55",,,,,3.40,5698
5771,"13236 - 132",,,,,3.40,5698
5772,"13236 - 158",,,,,3.40,5698
5773,"13236 - 245",,,,,3.40,5698
5774,"13236 - 273",,,,,3.40,5698
5775,"13236 - 291",,,,,3.40,5698
5776,"13236 - 210",,,,,3.40,5698
5778,"13236 - 167",,,,,3.40,5698
5779,"13236 - 178",,,,,3.40,5698
5780,"13236 - 185",,,,,3.40,5698
5781,"13236 - 1",,,,,3.40,5698
5818,13008,kom,txA+9!,,yes,,0
5830,"13008 - 4761",,,,,3.90,5818
5837,"13008 - 1900",,,,,3.90,5818
5936,13402,kom,txA+9!,,yes,,0
5982,"13402 - 4684",,,,,3.50,5936
5986,"13402 - 4431",,,,,3.50,5936
5988,"13402 - 4341",,,,,3.50,5936
5990,"13402 - 4428",,,,,3.50,5936
5993,"13402 - 4827",,,,,3.50,5936
5995,"13402 - 5735",,,,,3.50,5936
5996,"13402 - 5742",,,,,3.50,5936
5997,"13402 - 5850",,,,,3.50,5936
6003,"13402 - 4340",,,,,3.50,5936
6005,"13402 - 1984",,,,,3.50,5936
6006,"13402 - 1986",,,,,3.50,5936
6008,"13402 - 2626",,,,,3.50,5936
6009,"13402 - 1900",,,,,3.50,5936
6010,"13402 - 1899",,,,,3.50,5936
6011,"BURCUM BATIK 13402 - 1892",,,,,3.50,5936
6012,"13402 - 1893",,,,,3.50,5936
6013,"13402 - 1895",,,,,3.50,5936
6014,"13402 - 3366",,,,,3.50,5936
6015,"13402 - 3368",,,,,3.50,5936
6018,"13402 - 4200",,,,,3.50,5936
6019,"13402 - 4202",,,,,3.50,5936
6023,"13402 - 3379",,,,,3.50,5936
6025,"13402 - 1602",,,,,3.50,5936
6054,14084,kom,txA+9!,,yes,,0
6092,"14084 - 376",,,,,1.99,6054
6096,"14084 - 298",,,,,1.99,6054
6100,"14084 - 619",,,,,1.99,6054
6102,"14084 - 622",,,,,1.99,6054
6105,"14084 - 459",,,,,1.99,6054
6106,"14084 - 488",,,,,1.99,6054
6107,"14084 - 282",,,,,1.99,6054
6110,"14084 - 40",,,,,1.99,6054
6113,"14084 - 32",,,,,1.99,6054
6117,"14084 - 60",,,,,1.99,6054
6118,"14084 - 149",,,,,1.99,6054
6120,"14084 - 158",,,,,1.99,6054
6121,"14084 - 141",,,,,1.99,6054
6124,"14084 - 110",,,,,1.99,6054
6125,"14084 - 1",,,,,1.99,6054
6216,14458,kom,txA+9!,,yes,,0
6246,"14458 - 284",,,,,3.45,6216
6256,"14458 - 55",,,,,3.45,6216
6257,"14458 - 56",,,,,3.45,6216
6258,"14458 - 28",,,,,3.45,6216
6261,"14458 - 60",,,,,3.45,6216
6266,"14458 - 67",,,,,3.45,6216
6267,"14458 - 1",,,,,3.45,6216
6278,14456,kom,txA+9!,,yes,,0
6307,"14456 - 203",,,,,3.50,6278
6308,"14456 - 207",,,,,3.50,6278
6309,"14456 - 182",,,,,3.50,6278
6311,"14456 - 161",,,,,3.50,6278
6312,"14456 - 212",,,,,3.50,6278
6318,"14456 - 488",,,,,3.50,6278
6320,"14456 - 141",,,,,3.50,6278
6321,"14456 - 55",,,,,3.50,6278
6322,"14456 - 56",,,,,3.50,6278
6323,"14456 - 28",,,,,3.50,6278
6324,"14456 - 26",,,,,3.50,6278
6326,"14456 - 57",,,,,3.50,6278
6327,"14456 - 58",,,,,3.50,6278
6328,"14456 - 111",,,,,3.50,6278
6332,"14456 - 60",,,,,3.50,6278
6333,"14456 - 1",,,,,3.50,6278
6374,14561,kom,txA+9!,,yes,,0
6393,"14561 - 328",,,,,2.90,6374
6394,"14561 - 240",,,,,2.90,6374
6395,"14561 - 210",,,,,2.90,6374
6400,"14561 - 182",,,,,2.90,6374
6401,"14561 - 141",,,,,2.90,6374
6402,"14561 - 29",,,,,2.90,6374
6403,"14561 - 26",,,,,2.90,6374
6405,"14561 - 55",,,,,2.90,6374
6407,"14561 - 74",,,,,2.90,6374
6408,"14561 - 58",,,,,2.90,6374
6409,"14561 - 1",,,,,2.90,6374
6430,15023,kom,txA+9!,,yes,,0
6452,"15023 - 282",,,,,2.3,6430
6454,"15023 - 158",,,,,2.3,6430
6458,"15023 - 619",,,,,2.3,6430
6461,"15023 - 141",,,,,2.3,6430
6465,"15023 - 35",,,,,2.3,6430
6590,15312,kom,txA+9!,,yes,,0
6610,"15312 - 151",,,,,3.4,6590
6614,"15312 - 26",,,,,3.4,6590
6657,15100,kom,"tx\+!",,,,0
6705,"APARAT ZA FILCANJE 13324",kom,,,,10.62,0
6707,"IGLE ZA FILC APARAT 13325",par,,,,3.32,0
6709,13131,set,,,,1.90,0
6731,"DEKOR ITAKA 15279",met,axA8!,"po dužini do 3% po širini do 2%",,22.56,0
6829,15113,met,axA8!,"po dužini do 3% po širini do 2%",,,0
6834,"15113 - ROJO",,,,,22.5,6829
6835,"15113 - NEGRO",,,,,22.5,6829
6856,15003,met,bxA8!,"po dužini do 7% po širini do 5%",yes,18.90,0
6858,13276,met,dxA8&quot;,"po dužini do 3% po širini do 3%",,5.90,0
6860,09490,met,dxA8&quot;,"po dužini do 4% po širini do 4%",,4.40,0
6864,14385,met,,,,0.27,0
7062,14494,met,,,,,0
7066,"14494 - BLACK",,,,,2.7,7062
7067,"14494 - DARK BROWN",,,,,2.7,7062
7068,15094,met,,,,,0
7070,14581,set,,,,2.15,0
7072,14269,set,,,,4.60,0
7096,"DEKOR STARS 15384",met,bxA8!,"po dužini do 3% po širini do 2%",,,0
7101,"DEKOR STARS 15384 - AZUL",,,,,21.9,7096
7102,"DEKOR STARS 15384 - ROJO",,,,,21.9,7096
7103,"DEKOR STARS 15384 - VISION",,,,,21.9,7096
7104,15401,kom,fvE(&quot;,,,,0
7243,"15401 - 4003",,,,,1.60,7104
7244,"15401 - 1000",,,,,1.60,7104
7245,"15401 - 986",,,,,1.60,7104
7249,"15401 - 4005",,,,,1.60,7104
7251,"15401 - 4011",,,,,1.60,7104
7253,"15401 - 4008",,,,,1.60,7104
7255,"15401 - 4007",,,,,1.60,7104
7256,"15401 - 778",,,,,1.60,7104
7258,"15401 - 673",,,,,1.60,7104
7259,"15401 - 674",,,,,1.60,7104
7261,"15401 - 672",,,,,1.60,7104
7263,"15401 - 620",,,,,1.60,7104
7264,"15401 - 630",,,,,1.60,7104
7265,"15401 - 707",,,,,1.60,7104
7268,"15401 - 766",,,,,1.60,7104
7271,"15401 - 722",,,,,1.60,7104
7273,"15401 - 4012",,,,,1.60,7104
7276,"15401 - 4062",,,,,1.60,7104
7277,"15401 - 4063",,,,,1.60,7104
7278,"15401 - 4058",,,,,1.60,7104
7282,"15401 - 4064",,,,,1.60,7104
7285,"15401 - 9999",,,,,1.60,7104
7289,"15401 - 4072",,,,,1.60,7104
7291,"15401 - 4050",,,,,1.60,7104
7292,"15401 - 4018",,,,,1.60,7104
7293,"15401 - 4019",,,,,1.60,7104
7294,"15401 - 4020",,,,,1.60,7104
7295,"15401 - 4017",,,,,1.60,7104
7296,"15401 - 4016",,,,,1.60,7104
7299,"15401 - 4021",,,,,1.60,7104
7302,"15401 - 4049",,,,,1.60,7104
7304,"15401 - 4026",,,,,1.60,7104
7305,"15401 - 4024",,,,,1.60,7104
7307,"15401 - 613",,,,,1.60,7104
7308,"15401 - 611",,,,,1.60,7104
7309,"15401 - 117",,,,,1.60,7104
7310,"15401 - 130",,,,,1.60,7104
7312,"15401 - 112",,,,,1.60,7104
7314,"15401 - 99",,,,,1.60,7104
7315,"15401 - 104",,,,,1.60,7104
7316,"15401 - 135",,,,,1.60,7104
7317,"15401 - 143",,,,,1.60,7104
7318,"15401 - 180",,,,,1.60,7104
7319,"15401 - 187",,,,,1.60,7104
7320,"15401 - 172",,,,,1.60,7104
7321,"15401 - 169",,,,,1.60,7104
7322,"15401 - 165",,,,,1.60,7104
7324,"15401 - 94",,,,,1.60,7104
7327,"15401 - 39",,,,,1.60,7104
7328,"15401 - 40",,,,,1.60,7104
7330,"15401 - 6",,,,,1.60,7104
7333,"15401 - 47",,,,,1.60,7104
7334,"15401 - 49",,,,,1.60,7104
7336,"15401 - 82",,,,,1.60,7104
7337,"15401 - 76",,,,,1.60,7104
7338,"15401 - 68",,,,,1.60,7104
7339,"15401 - 55",,,,,1.60,7104
7340,"15401 - 59",,,,,1.60,7104
7341,"15401 - 188",,,,,1.60,7104
7342,"15401 - 197",,,,,1.60,7104
7344,"15401 - 527",,,,,1.60,7104
7345,"15401 - 542",,,,,1.60,7104
7347,"15401 - 484",,,,,1.60,7104
7349,"15401 - 483",,,,,1.60,7104
7350,"15401 - 544",,,,,1.60,7104
7353,"15401 - 608",,,,,1.60,7104
7354,"15401 - 581",,,,,1.60,7104
7358,"15401 - 479",,,,,1.60,7104
7359,"15401 - 478",,,,,1.60,7104
7362,"15401 - 390",,,,,1.60,7104
7366,"15401 - 238",,,,,1.60,7104
7368,"15401 - 417",,,,,1.60,7104
7369,"15401 - 465",,,,,1.60,7104
7370,"15401 - 477",,,,,1.60,7104
7371,"15401 - 462",,,,,1.60,7104
7372,"15401 - 425",,,,,1.60,7104
7373,"15401 - 418",,,,,1.60,7104
7374,"15401 - 424",,,,,1.60,7104
7375,"15401 - 0000",,,,,1.60,7104
7469,"HALF PANAMA PRINT 15020",met,axA8!,"po dužini do 3% po širini do 2%",,,0
7500,"15020 - MATIZ-HP ROJO",,,,,13.01,7469
7545,15385,met,bxA8!,"po dužini do 3% po širini do 2%",,,0
7562,"15385 - 6 AZUL",,,,,13.50,7545
7564,"15385 - 31 ROJO",,,,,13.50,7545
7565,"15385 - 30 MARRON",,,,,13.50,7545
7567,"15385 - 18 NEGRO",,,,,13.50,7545
7569,"15385 - 27 FUCSIA",,,,,13.50,7545
7570,"15385 - 2 MOSTAZA",,,,,13.50,7545
7571,12250,met,axA8!,"po dužini do 2,2% po širini do 1,8%",yes,,0
7619,10003,met,axA8!,"po dužini do 2,2% po širini do 1,8%",,,0
7647,"10003 - 446 CELESTE",,,,,9.90,7619
7648,"10003 - 448 AZZURRO",,,,,9.90,7619
7649,"10003 - 423 VIOLA",,,,,9.90,7619
7650,"10003 - 420 LILLA",,,,,9.90,7619
7651,"10003 - 328 FUXIA",,,,,9.90,7619
7652,"10003 - 447 TURCHESE",,,,,9.90,7619
7653,"10003 - 549 BLUETTE",,,,,9.90,7619
7654,"10003 - 100 GRIGIO MELANGE",,,,,9.90,7619
7656,"10003 - 657 NERO",,,,,9.90,7619
7657,"10003 - 554 GRIGIO",,,,,9.90,7619
7658,"10003 - 651 BLU",,,,,9.90,7619
7659,"10003 - 429 ROSA",,,,,9.90,7619
7660,"10003 - 437 VERDE SCURO",,,,,9.90,7619
7664,"10003 - 590 CARNE",,,,,9.90,7619
7666,"10003 - 413 GIALLO",,,,,9.90,7619
7667,"10003 - 416 ARANCIO",,,,,9.90,7619
7668,"10003 - 443 VERDE",,,,,9.90,7619
7669,"10003 - 441 VERDE PISTACCHIO",,,,,9.90,7619
7670,"10003 - 522 BORDEAUX",,,,,9.90,7619
7671,"10003 - 519 ROSSO",,,,,9.90,7619
7672,"10003 - 456 BIANCO",,,,,9.90,7619
7717,15364,met,hxA&#039;!,"po dužini do 2% po širini do 1,8%",,,0
7721,"15364 - NERO",,,,,12.61,7717
7722,"15364 - BEIGE",,,,,12.61,7717
7725,15325,met,txA8!,"po dužini do 2,2% po širini do 1,8%",,,0
7825,"SCUBA SPORT 15031",met,ax8&#039;!,"po dužini do 2,5% po širini do 2%",,,0
7842,"15031 - RED",,,,,10.62,7825
7849,12103,met,sx|+$,"po dužini do 1,8% po širini do 1,5%",,,0
7903,"GAZA 00281",met,"fx\+&quot;","po dužini do 1,8% po širini do 1,5%",,1,0
7925,"VOAL ZA ZAVJESE 15378",met,axA+!,"po dužini do 2% po širini do 2%",,,0
7936,"15378 - 79000",,,,,6.50,7925
7937,"15378 - 79080",,,,,6.50,7925
7938,"15378 - 80000",,,,,6.50,7925
7939,"15378 - 76008",,,,,6.50,7925
7942,"15378 - 74054",,,,,6.50,7925
7943,"15378 - 74071",,,,,6.50,7925
7944,"15378 - 70000",,,,,6.50,7925
7955,"DAMAST DAMINA 14544",met,bxA8!,"po dužini do 6% po širini do 3%",,16.50,0
8069,"DOUBLE FACE SATEN JASNA 12235",met,axA&#039;&quot;,"po dužini do 2,2% po širini do 1,8%",,,0
8119,"MASKIRNA FELPA 14479",met,,,,,0
8123,"MILITARY FELPA 14479 - 1",,,,,14.50,8119
8159,13390,met,"ax+!\","po dužini do 3% po širini do 3%",,,0
8267,01241,met,axA8&quot;,"po dužini do 1,8% po širini do 1,5%",,,0
8405,13047,kom,fxA+7&quot;,,yes,,0
8409,"13047 - 9999",,,,,4.20,8405
8411,13048,kom,dxA+7&quot;,,yes,,0
8424,"13048 - 52",,,,,4.20,8411
8425,"13048 - 61",,,,,4.20,8411
8426,"13048 - 91",,,,,4.20,8411
8427,"13048 - 95",,,,,4.20,8411
8428,"13048 - 51",,,,,4.20,8411
8429,"13048 - 50",,,,,4.20,8411
8430,"13048 - 25",,,,,4.20,8411
8431,"13048 - 32",,,,,4.20,8411
8432,"13048 - 37",,,,,4.20,8411
8433,"13048 - 40",,,,,4.20,8411
8434,"13048 - 22",,,,,4.20,8411
8435,13049,kom,dxA+7&quot;,,yes,,0
8449,"13049 - 0015",,,,,4.80,8435
8450,"13049 - 0013",,,,,4.80,8435
8451,"13049 - 0016",,,,,4.80,8435
8452,"13049 - 0017",,,,,4.80,8435
8453,"13049 - 0037",,,,,4.80,8435
8454,"13049 - 0012",,,,,4.80,8435
8455,"13049 - 0011",,,,,4.80,8435
8456,"13049 - 0002",,,,,4.80,8435
8457,"13049 - 0003",,,,,4.80,8435
8458,"13049 - 0005",,,,,4.80,8435
8459,"13049 - 0010",,,,,4.80,8435
8460,"13049 - 0001",,,,,4.80,8435
8473,13046,kom,dxA+#,,yes,,0
8513,10088,kom,hxA+&quot;,,yes,,0
8536,"10088 - 526",,,,,5.80,8513
8537,"10088 - 521",,,,,5.80,8513
8540,"10088 - 556",,,,,5.80,8513
8541,"10088 - 557",,,,,5.80,8513
8542,"10088 - 712",,,,,5.80,8513
8543,"10088 - 617",,,,,5.80,8513
8544,"10088 - 608",,,,,5.80,8513
8545,"10088 - 510",,,,,5.80,8513
8546,"10088 - 507",,,,,5.80,8513
8547,"10088 - 321",,,,,5.80,8513
8548,"10088 - 301",,,,,5.80,8513
8549,"10088 - 205",,,,,5.80,8513
8550,"10088 - 151",,,,,5.80,8513
8551,"10088 - 401",,,,,5.80,8513
8553,"10088 - 506",,,,,5.80,8513
8554,"10088 - 503",,,,,5.80,8513
8555,"10088 - 501",,,,,5.80,8513
8557,10089,kom,dxA7$,,yes,,0
